ID,watershed,reach,position,DATE,doc_mg.l,TYPE,Time,tdn_mg.l,na_mg.l,nh4_mg.l,K_mg.l,Mg_mg.l,Ca_mg.l,F_mg.l,Cl_mg.l,NO3_mg.l,PO4_mg.l,SO4_mg.l
51,FC,FC2,stream,6/9/21,3.11,monitoring,1606,0.19,2.12,0.03,0.62,0.9,4.14,0.05,0.22,0.08,0,2.27
68,FC,FC2,stream,6/23/21,3.17,monitoring,1515,0.1,2.37,0.02,0.67,1.02,4.82,0.06,0.22,0.05,0,1.86
122,FC,FC2,stream,7/28/21,1.85,monitoring,1428,0.08,3.12,0.02,0.78,1.42,4.53,0.06,0.13,0.07,0,2.07
218,FC,FC2,stream,10/20/21,1.53,monitoring,1250,0.06,3.12,0.03,0.91,2,8.35,0.05,0.32,0.07,0,2.32
318,FC,FC2,stream,6/6/22,,monitoring,1545,,2.24,0.03,0.8,1.2,7.06,0.04,0.21,0.07,0,1.67
360,FC,FC2,stream,6/20/22,2.85,synoptic,1600,0.16,1.87,0.03,0.72,0.95,5.3,0.04,0.2,0.09,0,1.51
472,FC,FC2,stream,8/9/22,,synoptic,,,2.31,0.02,0.9,1.46,7.66,0.05,0.16,0.08,0,1.86
576,FC,FC2,stream,9/25/22,,synoptic,,,2.97,0.02,0.91,1.52,7.66,0.05,0.29,0.06,0,2.06
359,FC,FC2.5,stream,6/20/22,,synoptic,1500,,1.94,0.02,0.69,0.91,4.9,0.05,0.2,0.09,0,1.49
471,FC,FC2.5,stream,8/9/22,,synoptic,,,2.31,0.02,1.01,1.31,7.88,0.06,0.42,0.08,0,1.76
52,FC,FC3,stream,6/9/21,3.12,monitoring,1630,0.2,2.44,0.04,0.63,0.81,4.14,0.04,0.23,0.09,0,2.02
355,FC,FC3,stream,6/20/22,2.53,synoptic,1330,0.15,1.98,0.01,0.62,0.81,3.81,0.04,0.14,0.05,0,1.32
467,FC,FC3,stream,8/9/22,,synoptic,,,2.43,0.03,0.66,1.02,5.31,0.03,0.21,0.01,0,1.63
572,FC,FC3,stream,9/25/22,,synoptic,,,2.25,0,0.78,1.13,6.37,0.05,0.25,0.05,0,1.66
74,FC,FC4,stream,6/23/21,3.55,monitoring,1620,0.19,2.23,0.01,0.63,0.9,4,0.05,0.19,0.05,0,1.97
130,FC,FC4,stream,7/28/21,2.55,monitoring,1528,0.12,2.79,0.02,0.66,1.27,4.2,0.06,0.14,0.07,0,1.94
350,FC,FC4,stream,6/20/22,2.32,synoptic,1115,0.15,1.96,0,0.61,0.79,3.57,0.04,0.16,0.05,0,1.31
459,FC,FC4,stream,8/9/22,,synoptic,,,2.1,0.03,0.59,0.88,4.4,0.03,0.11,0.1,0,1.15
568,FC,FC4,stream,9/24/22,,synoptic,,,2.1,0.03,0.78,1.01,4.91,0.05,0.27,0.07,0,1.49
349,FC,FC5,stream,6/20/22,2.31,synoptic,1100,0.16,1.89,0.01,1.2,0.75,3.48,0.04,0.63,0.07,0,1.26
463,FC,FC5,stream,8/9/22,,synoptic,,,2.18,0.03,0.59,0.9,4.3,0.03,0.11,0.05,0,1.23
565,FC,FC5,stream,9/24/22,,synoptic,,,2.12,0.04,0.8,0.89,4.04,0.05,0.28,0.14,0,1.7
1,Lexen,Lexen1,stream,5/6/21,2.01,monitoring,,0.08,1.76,0.01,0.56,1.71,12.02,0.05,0.21,0.09,0,1.87
24,Lexen,Lexen1,stream,5/20/21,3.29,monitoring,,0.07,1.38,0.03,0.64,1.59,10.28,0.04,0.23,0.07,0,1.69
28,Lexen,Lexen1,stream,5/26/21,2.69,monitoring,1115,0.07,1.57,0.02,0.61,1.31,10.65,0.03,0.26,0.05,0,1.61
36,Lexen,Lexen1,stream,6/2/21,2.04,monitoring,955,0.08,1.44,0.03,0.46,1.24,9.92,0.01,0.21,0.05,0,1.7
47,Lexen,Lexen1,stream,6/9/21,2.09,monitoring,926,0.09,1.48,0.02,0.5,1.28,9.53,0.02,0.2,0.06,0,1.57
62,Lexen,Lexen1,stream,6/23/21,1.62,monitoring,1240,0.08,1.42,0.02,0.52,1.25,9.44,0.01,0.17,0.04,0,1.59
92,Lexen,Lexen1,stream,7/15/21,1.02,monitoring,930,0.05,1.7,0.02,0.47,1.39,11.4,0.01,0.14,0.06,0,1.65
112,Lexen,Lexen1,stream,7/28/21,0.91,monitoring,1218,0.05,1.8,0.02,0.52,1.52,10.57,0.01,0.15,0.06,0,1.67
159,Lexen,Lexen1,stream,8/18/21,0.72,monitoring,1806,0.07,1.73,0.03,0.67,1.6,11.57,0.02,0.16,0.05,0,1.62
165,Lexen,Lexen1,stream,9/2/21,0.74,monitoring,1120,0.05,1.69,0.02,0.69,1.93,14.52,0.01,0.18,0.06,0,1.91
175,Lexen,Lexen1,stream,9/16/21,0.73,monitoring,1120,0.06,1.72,0.01,0.71,1.94,13.53,0.01,0.21,0.06,0,1.89
188,Lexen,Lexen1,stream,9/29/21,0.62,monitoring,1738,0.06,1.74,0.01,0.67,1.94,13.98,0.02,0.21,0.09,0,1.92
199,Lexen,Lexen1,stream,10/6/21,0.72,monitoring,1815,0.07,1.76,0.01,0.73,1.95,14.58,0.01,0.22,0.04,0,1.83
233,Lexen,Lexen1,stream,11/16/21,0.83,monitoring,942,0.07,1.78,0.03,0.67,2.59,16.79,0.04,0.2,0.09,0,1.35
237,Lexen,Lexen1,stream,12/14/21,0.77,monitoring,900,0.07,1.77,0.01,0.68,2.69,17.36,0.04,0.18,0.13,0,1.42
241,Lexen,Lexen1,stream,1/18/22,0.81,monitoring,1000,0.08,2.01,0.01,0.62,2.11,14.1,0.05,0.25,0.12,0,1.75
245,Lexen,Lexen1,stream,2/15/22,0.94,monitoring,930,0.09,2.2,0.03,0.77,2.13,19.43,0.04,0.26,0.13,0,1.85
249,Lexen,Lexen1,stream,4/15/22,,monitoring,11:00,,1.73,0.04,0.76,2.13,19.16,0.03,0.25,0.14,0,1.82
279,Lexen,Lexen1,stream,5/17/22,,monitoring,9:27,,1.27,0.02,0.67,1.3,9.67,0.02,0.25,0.05,0,1.8
298,Lexen,Lexen1,stream,5/30/22,,monitoring,1305,,1.33,0.01,0.6,1.45,12.22,0.04,0.24,0.07,0,1.78
312,Lexen,Lexen1,stream,6/6/22,,monitoring,1115,,1.47,0.01,0.58,1.51,13.47,0.04,0.22,0.1,0,1.44
388,Lexen,Lexen1,stream,6/21/22,,synoptic,1700,,1.48,0.03,0.51,1.47,10.91,0.04,0.22,0.11,0,1.37
414,Lexen,Lexen1,stream,6/28/22,,monitoring,,,1.25,0.02,0.47,1.42,10.45,0.02,0.2,0.08,0,1.24
428,Lexen,Lexen1,stream,7/5/22,0.734121,monitoring,,0.02584,,,,,,,,,,
439,Lexen,Lexen1,stream,7/11/22,,monitoring,,,1.27,0.03,0.4,1.46,9.99,0.03,0.21,0.06,0,1.3
446,Lexen,Lexen1,stream,7/25/22,,monitoring,,,1.29,0.05,0.53,1.53,15.97,0.03,0.19,0.08,0,1.31
503,Lexen,Lexen1,stream,8/10/22,,synoptic,,,1.31,0,0.62,1.55,16.92,0.03,0.17,0.1,0,1.35
529,Lexen,Lexen1,stream,8/22/22,,monitoring,,,1.52,0,0.67,1.83,17.4,0.03,0.18,0.16,0,1.55
541,Lexen,Lexen1,stream,9/6/22,,monitoring,,,1.32,0.01,0.67,1.67,17.77,0.03,0.19,0.15,0,1.73
560,Lexen,Lexen1,stream,9/24/22,,synoptic,,,1.45,0.01,0.72,1.67,15.82,0.04,0.2,0.16,0,1.79
386,Lexen,Lexen2,stream,6/21/22,,synoptic,1530,,1.77,0.01,0.35,1.41,10.77,0.03,0.19,0.11,0,1.17
496,Lexen,Lexen2,stream,8/10/22,,synoptic,,,1.61,0.01,0.39,1.1,14.31,0.02,0.16,0.13,0,1.44
558,Lexen,Lexen2,stream,9/24/22,,synoptic,,,1.5,0.01,0.66,1.64,15.62,0.04,0.24,0.22,0,1.65
380,Lexen,Lexen2.5,stream,6/21/22,,synoptic,1500,,1.52,0,1.24,2.56,19.97,0.02,0.84,0.24,0,1.55
383,Lexen,Lexen2.5,stream,6/21/22,,synoptic,1500,,1.54,0.02,1.23,1.35,10.11,0.06,0.2,0.15,0,1.09
495,Lexen,Lexen2.5,stream,8/10/22,,synoptic,,,1.06,0,0.5,1.9,12.09,0.02,0.14,0.15,0,1.24
554,Lexen,Lexen2.5,stream,9/24/22,,synoptic,,,1.78,0.02,0.68,1.88,12.13,0.03,0.33,0.22,0,1.4
379,Lexen,Lexen2.75,stream,6/21/22,,synoptic,1415,,1.49,0,0.4,1.22,8.82,0.03,0.28,0.1,0,0.99
491,Lexen,Lexen2.75,stream,8/10/22,,synoptic,,,1.46,0.02,0.5,1.52,8.23,0.03,0.15,0.15,0,1.15
57,Lexen,Lexen3,stream,6/23/21,1.27,monitoring,1105,0.09,1.69,0.04,0.53,1.06,8.76,0.01,0.15,0.06,0,1.58
103,Lexen,Lexen3,stream,7/28/21,1.67,monitoring,1010,0.06,1.73,0.01,0.51,1.37,9.77,0.01,0.15,0.04,0,1.7
194,Lexen,Lexen3,stream,10/6/21,1.52,monitoring,1200,0.06,1.78,0.02,0.74,1.96,14.37,0.01,0.22,0.06,0,1.08
376,Lexen,Lexen3,stream,6/21/22,,synoptic,1330,,1.39,0.01,0.38,1.1,7.93,0.02,0.16,0.11,0,0.9
488,Lexen,Lexen3,stream,8/10/22,,synoptic,,,1.45,0.03,0.24,1.17,9.89,0.03,0.15,0.16,0,0.97
551,Lexen,Lexen3,stream,9/24/22,,synoptic,,,1.36,0.02,0.51,1.18,9.5,0.03,0.21,0.19,0,1.04
375,Lexen,Lexen3.5,stream,6/21/22,,synoptic,1215,,1.53,0.02,0.41,0.93,6.34,0.02,0.22,0.17,0,0.66
487,Lexen,Lexen3.5,stream,8/10/22,,synoptic,,,1.65,0.03,0.47,1.08,9.81,0.03,0.1,0.2,0,0.77
373,Lexen,Lexen4,stream,6/21/22,,synoptic,1145,,1.56,0,0.41,0.95,5.81,0.03,0.11,0.29,0,0.59
485,Lexen,Lexen4,stream,8/10/22,,synoptic,,,1.67,0.05,0.43,1.09,6.22,0.02,0.09,0.19,0,0.59
549,Lexen,Lexen4,stream,9/24/22,,synoptic,,,1.65,0.03,0.45,1.21,6.1,0.04,0.15,0.13,0,0.63
53,Lexen,Lexen5,stream,6/23/21,0.92,monitoring,1025,0.09,1.94,0.02,0.54,1.1,9.5,0.01,0.15,0.05,0,1.7
101,Lexen,Lexen5,stream,7/28/21,2.01,monitoring,916,0.07,1.93,0.03,0.52,1.2,8.49,0.01,0.15,0.05,0,1.68
192,Lexen,Lexen5,stream,10/6/21,1.15,monitoring,,0.09,1.71,0.01,0.65,1.82,10.29,0.02,0.21,0.04,0,1.63
372,Lexen,Lexen5,stream,6/21/22,1.95,synoptic,1115,0.13,1.48,0.01,0.45,0.96,6.67,0.03,0.11,0.38,0,0.74
483,Lexen,Lexen5,stream,8/10/22,,synoptic,,,2.07,0.02,0.44,1.7,8.22,0.03,0.12,0.3,0,0.62
547,Lexen,Lexen5,stream,9/24/22,,synoptic,,,1.42,0,0.52,1.08,6.84,0.04,0.15,0.36,0,0.62
23,SSFP,SSFP CUT DEEP,trench,5/20/21,4.28,monitoring,,0.22,1.19,0.03,0.42,0.44,2.59,0.02,0.19,0.04,0,1.07
253,SSFP,SSFP CUT DEEP,trench,5/3/22,,monitoring,8:27,,1.32,0.03,0.5,0.75,3.68,0.04,0.25,0.05,0,0.43
255,SSFP,SSFP CUT DEEP,trench,5/9/22,,monitoring,12:27,,1.41,0.02,0.52,0.83,4.22,0.04,0.29,0.06,0,0.74
266,SSFP,SSFP CUT DEEP,trench,5/12/22,,monitoring,15:52,,1.3,0.04,0.5,0.77,3.78,0.02,0.55,0.05,0,0.59
277,SSFP,SSFP CUT DEEP,trench,5/16/22,,monitoring,14:00,,1.12,0.01,0.5,0.74,3.45,0.02,0.42,0.05,0.28,0.93
294,SSFP,SSFP CUT DEEP,trench,5/25/22,,monitoring,830,,1.61,0.01,0.57,0.77,3.99,0.04,0.58,0.05,0,1.05
308,SSFP,SSFP CUT DEEP,trench,5/31/22,,monitoring,1013,,1.55,0.01,0.61,0.74,4.54,0.06,0.7,0.05,0,0.95
334,SSFP,SSFP CUT DEEP,trench,6/7/22,,monitoring,1335,,1.44,0.05,0.41,0.77,3.55,0.02,0.83,0.04,0,0.88
16,SSFP,SSFP FOREST DEEP,trench,5/20/21,22.52,monitoring,,0.49,1.9,0.01,0.53,0.91,4.13,0.01,0.59,0.06,0,1.8
252,SSFP,SSFP FOREST DEEP,trench,5/3/22,,monitoring,8:44,,1.39,0.02,0.47,0.8,4.53,0.02,0.58,0.04,0,0.75
254,SSFP,SSFP FOREST DEEP,trench,5/9/22,,monitoring,12:50,,1.42,0.02,0.53,0.93,4.08,0.03,0.49,0.03,0,0.53
264,SSFP,SSFP FOREST DEEP,trench,5/12/22,,monitoring,14:04,,1.94,0.01,0.56,1.1,5.13,0.03,0.75,0.04,0,1.24
276,SSFP,SSFP FOREST DEEP,trench,5/16/22,,monitoring,na,,2.1,0.02,0.61,1.17,4.78,0.03,0.79,0.05,0,1.66
295,SSFP,SSFP FOREST DEEP,trench,5/25/22,,monitoring,845,,2.2,0.01,0.7,1.09,4.86,0.03,0.67,0.04,0,1.86
309,SSFP,SSFP FOREST DEEP,trench,5/31/22,,monitoring,1030,,2.18,0.01,0.69,1.06,4.89,0.02,0.68,0.05,0,1.82
333,SSFP,SSFP FOREST DEEP,trench,6/7/22,,monitoring,1320,,1.61,0.01,0.51,1.02,5.01,0.04,0.66,0.04,0,1.87
17,SSFP,SSFP FOREST SHALLOW,trench,5/20/21,23.01,monitoring,,0.46,1.65,0.02,0.59,0.82,3.74,0.03,0.56,0.03,0,1.61
265,SSFP,SSFP FOREST SHALLOW,trench,5/12/22,,monitoring,14:04,,1.95,0.02,0.71,1.11,4.83,0.04,0.81,0.04,0,1.2
275,SSFP,SSFP FOREST SHALLOW,trench,5/16/22,,monitoring,na,,2.25,0.05,0.39,1.1,4.62,0.05,0.74,0.06,0,1.53
