,date,Pcumul.mm,SWE.mm,Snow.Depth.mm,Tair.C,mean_temp_C,wtr_yr,SWEdiff.mm,Pdiff.mm,Input.mm
341,9/5/22,825.5,0,0,14.1,16.7625,2022,0,0,0
342,9/6/22,825.5,0,0,14.6,16.5062,2022,0,0,0
343,9/7/22,825.5,0,0,13.3,15.9125,2022,0,0,0
344,9/8/22,825.5,0,0,10.7,12.1812,2022,0,0,0
345,9/9/22,828.04,0,0,6.5,8.4188,2022,0,2.54,2.54
346,9/10/22,828.04,0,0,8.6,10.5,2022,0,0,0
347,9/11/22,828.04,0,0,10,11.5562,2022,0,0,0
348,9/12/22,828.04,0,0,10.3,11.8688,2022,0,0,0
349,9/13/22,828.04,0,0,5.8,9.4,2022,0,0,0
350,9/14/22,830.58,0,0,4.9,7.9563,2022,0,2.54,2.54
351,9/15/22,835.66,0,0,5.4,7.2125,2022,0,5.08,5.08
352,9/16/22,838.2,0,0,6.9,9.5562,2022,0,2.54,2.54
353,9/17/22,838.2,0,0,9.1,11.6812,2022,0,0,0
354,9/18/22,838.2,0,0,9.8,12.1,2022,0,0,0
355,9/19/22,838.2,0,0,10,11.8688,2022,0,0,0
356,9/20/22,838.2,0,0,8,10.2437,2022,0,0,0
357,9/21/22,840.74,0,0,6.4,9.6562,2022,0,2.54,2.54
358,9/22/22,843.28,0,0,5.6,8.0563,2022,0,2.54,2.54
359,9/23/22,845.82,0,0,5.8,7.5375,2022,0,2.54,2.54
360,9/24/22,845.82,0,0,7,9.0625,2022,0,0,0
361,9/25/22,845.82,0,0,8.1,10.2375,2022,0,0,0
362,9/26/22,845.82,0,0,7.4,9.5625,2022,0,0,0
363,9/27/22,845.82,0,0,7.5,10.5813,2022,0,0,0
364,9/28/22,845.82,0,0,6.8,9.825,2022,0,0,0
365,9/29/22,845.82,0,0,4.3,6.475,2022,0,0,0
