ID,watershed,reach,position,DATE,doc_mg.l,TYPE,Time,tdn_mg.l,na_mg.l,nh4_mg.l,K_mg.l,Mg_mg.l,Ca_mg.l,F_mg.l,Cl_mg.l,NO3_mg.l,PO4_mg.l,SO4_mg.l
82231,HQ,HQ N-CON,stream,4/15/20,0.82,monitoring,1015,0.37,0.05,0.26,0.02,0.12,0.1,0.01,0.05,0.41,0,0.35
82234,Fcex,FCALP BULK,stream,4/21/20,0.75,monitoring,800,0.11,0.03,0.06,0,0.07,0.34,0.02,0.05,0.22,0,0.13
82235,HQ,HQ N-CON,stream,4/21/20,0.5,monitoring,1010,0.36,0.02,0.18,0,0.06,0.5,0,0.05,0.27,0,0.19
82236,HQ,HQ BULK,stream,4/21/20,1.58,monitoring,1010,0.32,0.02,0.19,0.01,0.06,0.36,0.02,0.05,0.27,0,0.17
82237,Fcex,FCALP BULK,stream,4/28/20,1.24,monitoring,620,0.24,0.04,0.17,0,0.1,0.47,0.01,0.04,0.21,0,0.18
82238,Fcex,FCALP SNOW,stream,4/28/20,0.59,monitoring,620,0.14,0.02,0.07,0,0.09,0.36,0.01,0.04,0.27,0,0.11
82240,DH,DHS1,stream,4/28/20,1.95,monitoring,1122,0.1,1.46,0.02,0.95,2.93,24.86,0.02,0.18,0.17,0,1.9
82241,DH,DHN1,stream,4/28/20,1.85,monitoring,1140,0.12,2.31,0.03,0.97,4.66,29.21,0.03,0.24,0.14,0,3.22
82245,HQ,HQ BULK,stream,4/28/20,2.17,monitoring,1320,0.43,0.02,0.24,0.01,0.18,0.5,0.01,0.04,0.33,0,0.22
82246,HQ,HQ SNOW,stream,4/28/20,0.45,monitoring,1320,0.08,0.01,0.04,0.01,0.05,0.21,0,0.04,0.19,0,0.04
82247,HQ,HQ W/D,stream,4/28/20,0.65,monitoring,1320,0.24,0.02,0.08,0.01,0.07,0.29,0.04,0.05,0.35,0,0.21
82248,Lexen,Lexen1,stream,4/28/20,0.81,monitoring,1400,0.1,1.59,0.01,0.7,1.93,13.92,0.02,0.19,0.22,0,1.81
82249,DH,DHS1,stream,4/28/20,1.94,monitoring,,0.09,1.47,0.02,0.95,2.88,23.84,0.02,0.17,0.15,0,1.85
82250,FC,FC1,stream,4/28/20,2.28,monitoring,718,0.12,3.06,0.03,0.95,1.83,8.17,0.03,0.24,0.07,0,2.48
82251,ESLC,ESLC1,stream,4/28/20,1.81,monitoring,752,0.3,2.43,0.04,0.74,1.33,5.9,0.22,0.21,0.49,0,2.68
82255,Fcex,FCALP BULK,stream,5/5/20,2.27,monitoring,620,0.59,0.07,0.33,0.08,0.11,0.62,0.03,0.09,0.66,0,0.5
82256,FC,FC1,stream,5/5/20,4.86,monitoring,638,0.16,2.66,0.03,0.94,1.77,8,0.02,0.37,0.05,0,2.46
82257,ESLC,ESLC1,stream,5/5/20,3.55,monitoring,657,0.24,2.26,0.03,0.75,1.33,5.79,0.2,0.21,0.38,0,2.48
82260,Lexen,Lexen1,stream,5/5/20,2.57,monitoring,753,0.11,1.32,0.03,0.63,1.82,12.24,0.02,0.19,0.08,0,1.33
82261,DH,DHS1,stream,5/5/20,1.84,monitoring,828,0.12,1.29,0.02,0.82,2.71,18.76,0.04,0.17,0.15,0,1.68
82262,DH,DHN1,stream,5/5/20,3.4,monitoring,838,0.14,2.19,0.01,0.86,4.23,29.44,0.03,0.27,0.14,0,3.16
82263,DH,DH1,stream,5/5/20,3.46,monitoring,849,0.12,1.94,0.01,1.44,2.86,21.2,0.01,0.28,0.18,0,3.06
82264,HQ,HQ N-CON,stream,5/5/20,1.39,monitoring,900,0.6,0.08,0.42,0.08,0.06,0.48,0.01,0.11,0.82,0,0.56
82265,HQ,HQ BULK,stream,5/5/20,2.68,monitoring,900,0.88,0.09,0.47,0.09,0.16,0.8,0.02,0.12,1,0,0.73
82271,DH,DHS1,stream,5/12/20,2.05,monitoring,725,0.13,1.22,0.01,0.79,2.69,18.55,0.02,0.15,0.11,0,1.61
82272,DH,DHN1,stream,5/12/20,5.63,monitoring,742,0.19,1.93,0.02,0.79,4.16,26.71,0.04,0.29,0.09,0,2.73
82273,DH,DH1,stream,5/12/20,4.05,monitoring,755,0.12,1.97,0.01,1.35,2.87,21.08,0.05,0.32,0.17,0,2.91
82276,Lexen,Lexen1,stream,5/12/20,2.44,monitoring,833,0.1,1.26,0.02,0.66,1.65,13.9,0.05,0.18,0.07,0,1.41
82277,HQ,HQ N-CON,stream,5/12/20,0.84,monitoring,920,0.23,0.02,0.18,0.01,0.05,0.75,0.07,0.04,0.32,0,0.14
82278,HQ,HQ BULK,stream,5/12/20,3.43,monitoring,920,0.6,0.03,0.22,0.03,0.09,0.86,0.02,0.06,0.45,0,0.21
82279,FC,FC1,stream,5/13/20,5.82,monitoring,719,0.18,2.51,0.02,0.87,1.7,7.75,0.03,0.33,0.05,0,2.25
82280,Fcex,FCALP BULK,stream,5/13/20,2.71,monitoring,740,0.47,0.03,0.19,0.02,0.09,0.62,0.06,0.05,0.34,0,0.18
82281,ESLC,ESLC1,stream,5/13/20,5,monitoring,740,0.26,1.94,0.01,0.73,1.37,5.56,0.17,0.28,0.26,0,2.36
82298,DH,DHN1,stream,5/19/20,11.78,monitoring,700,0.31,1.84,0.01,0.6,3.32,25.1,0.03,0.28,0.1,0,2.24
82299,DH,DH1,stream,5/19/20,5.31,monitoring,729,0.17,1.33,0.01,0.8,2.18,18.3,0.02,0.23,0.16,0,1.68
82300,Lexen,Lexen1,stream,5/19/20,3.63,monitoring,815,0.12,1.3,0.01,0.66,1.36,13.12,0.02,0.18,0.04,0,1.36
82301,FC,FC1,stream,5/20/20,7.52,monitoring,640,0.23,2.17,0,0.8,1.67,7.73,0.03,0.32,0.05,0,2.07
82302,ESLC,ESLC1,stream,5/20/20,6.74,monitoring,707,0.27,1.65,0.01,0.71,1.18,5.74,0.19,0.27,0.2,0,1.83
82318,HQ,FEF DI,stream,5/13/20,0.08,monitoring,,0.01,0.01,0.01,0,0.01,0.01,0.01,0.02,0.01,0,0.01
82325,Fcex,FCALP SNOW,stream,5/26/20,1.16,monitoring,,0.22,0.02,0.09,0.05,0.08,0.42,0,0.04,0.23,0,0.02
82326,Fcex,FCALP BULK,stream,5/26/20,3.1,monitoring,640,0.54,0.15,0.17,0.1,0,0.42,0.01,0.08,0.37,0,0.15
82327,FC,FC3,stream,5/26/20,2.81,monitoring,713,0.18,2.33,0.01,0.83,1.05,4.27,0.02,0.23,0.18,0,1.81
82328,FC,FC1,stream,5/26/20,7.11,monitoring,900,0.18,2.19,0.01,0.63,1.21,6.81,0.02,0.26,0.04,0,1.97
82329,ESLC,ESLC1,stream,5/26/20,5.55,monitoring,921,0.24,1.89,0.03,0.58,0.88,4.91,0.16,0.23,0.18,0,2.08
82333,DH,DHS1,stream,5/26/20,1.42,monitoring,1244,0.1,1.2,0,0.62,2.61,18.51,0.01,0.16,0.12,0,1.55
82334,DH,DHN1,stream,5/26/20,6.79,monitoring,1300,0.18,1.5,0.01,0.58,2.7,18.51,0.04,0.23,0.1,0,2.02
82335,DH,DH1,stream,5/26/20,3.28,monitoring,1310,0.12,1.33,0.01,0.77,1.91,16.5,0.02,0.18,0.15,0,1.88
82336,HQ,HQ BULK,stream,5/26/20,2.84,monitoring,1330,0.76,0.06,0.31,0.02,0.19,0.4,0.03,0.09,0.51,0,0.22
82337,HQ,HQ N-CON,stream,5/26/20,0.99,monitoring,1330,0.39,0.04,0.29,0.01,0.08,0.21,0.01,0.06,0.4,0,0.14
82340,Lexen,Lexen1,stream,5/27/20,3.34,monitoring,631,0.13,1.29,0.01,0.7,1.3,12.17,0.02,0.18,0.04,0,1.31
82341,FC,FC3,stream,6/1/20,7.1,monitoring,700,0.25,2.39,0.03,0.63,0.91,2.32,0.02,0.21,0.1,0,1.68
82342,FC,FC1,stream,6/1/20,7.12,monitoring,820,0.22,1.95,0.02,0.52,1.03,4.93,0.02,0.24,0.05,0,1.55
82343,ESLC,ESLC1,stream,6/1/20,5.26,monitoring,900,0.23,1.47,0.01,0.62,0.59,2.86,0.18,0.21,0.17,0,1.39
82344,Lexen,Lexen1,stream,6/1/20,3.14,monitoring,922,0.11,1.21,0.01,0.59,1.17,9.3,0.02,0.18,0.04,0,1.32
82347,DH,DHS1,stream,6/1/20,1.48,monitoring,1140,0.07,1.23,0.01,0.72,2.55,19.22,0.02,0.13,0.11,0,1.46
82348,DH,DHN1,stream,6/1/20,5,monitoring,1200,0.14,1.62,0.02,0.63,2.48,21.64,0.05,0.2,0.11,0,1.97
82349,DH,DH1,stream,6/1/20,2.92,monitoring,1219,0.11,1.32,0.01,0.81,1.76,15.99,0.01,0.17,0.08,0,1.74
82350,HQ,HQ BULK,stream,6/1/20,8.04,monitoring,1315,1.51,0.06,0.88,0.09,0.16,0.46,0.01,0.11,1.24,0,0.38
82351,HQ,HQ N-CON,stream,6/1/20,2.84,monitoring,1315,0.98,0.07,0.79,0,0.13,0.8,0.08,0.12,1.04,0,0.31
82365,Fcex,FCALP BULK,stream,6/10/20,3.87,monitoring,900,0.43,0.08,0.21,0.26,0.03,0.54,0.03,0.16,0.57,0,0.23
82366,FC,FC3,stream,6/10/20,5.87,monitoring,930,0.19,1.65,0.02,0.45,0.97,1.91,0.01,0.2,0.07,0,1.48
82367,FC,FC1,stream,6/10/20,3.34,monitoring,1000,0.18,1.89,0.02,0.56,1.07,4.65,0.01,0.18,0.04,0,1.46
82368,ESLC,ESLC1,stream,6/10/20,5.13,monitoring,1005,0.19,1.49,0.02,0.48,0.64,2.87,0.15,0.19,0.19,0,1.43
82369,DH,DHS1,stream,6/9/20,1.29,monitoring,1100,0.13,1.16,0.02,0.58,2.39,19.81,0.01,0.14,0.12,0,1.44
82372,DH,DHN1,stream,6/9/20,1.84,monitoring,1120,0.12,1.8,0.02,0.62,2.27,21.7,0.04,0.23,0.06,0,2.31
82373,DH,DH1,stream,6/9/20,1.81,monitoring,1133,0.12,1.38,0.02,0.81,1.7,15.18,0.01,0.15,0.09,0,1.79
82374,Lexen,Lexen1,stream,6/10/20,2.45,monitoring,1136,0.1,1.3,0.03,0.59,1.09,9.48,0.01,0.18,0.07,0,1.3
82375,HQ,HQ BULK,stream,6/9/20,2.46,monitoring,1250,0.64,0.08,0.37,0.23,0.25,0.91,0.04,0.17,0.82,0,0.39
82376,HQ,HQ N-CON,stream,6/9/20,1.66,monitoring,1250,0.54,0.1,0.42,0.14,0.11,1,0.01,0.18,0.74,0,0.37
82377,HQ,FEF DI,stream,6/11/20,0.09,monitoring,,0.01,0.03,0.01,0.02,0.02,0,0,0.01,0,0,0
82379,FC,FC1,stream,6/17/20,4.01,monitoring,,0.14,2.13,0.03,0.63,1.09,4.44,0,0.17,0.04,0,1.72
82381,DH,DHS1,stream,6/16/20,0.81,monitoring,904,0.06,1.33,0.01,0.65,2.33,19.39,0.02,0.13,0.11,0,1.45
82382,DH,DHN1,stream,6/16/20,2.56,monitoring,927,0.11,2.04,0.02,0.65,2.37,21.32,0.04,0.19,0.05,0,2.68
82383,DH,DH1,stream,6/16/20,1.22,monitoring,941,0.1,1.59,0.04,0.9,1.73,15.38,0.03,0.15,0.09,0,2.1
82384,Lexen,Lexen1,stream,6/16/20,1.8,monitoring,1136,0.11,1.28,0.03,0.54,1.19,8.1,0,0.15,0.08,0,1.31
82385,FC,FC3,stream,6/16/20,5.26,monitoring,1423,0.19,1.79,0.02,0.47,0.6,1.84,0.02,0.13,0.06,0,1.27
82386,FC,FC1,stream,6/16/20,4.32,monitoring,1447,0.13,2.15,0,0.63,1.01,4.66,0.02,0.19,0.06,0,1.74
82387,ESLC,ESLC1,stream,6/17/20,2.91,monitoring,846,0.17,1.57,0.02,0.47,0.6,2.86,0.11,0.14,0.21,0,1.6
82388,FC,FC3,stream,6/25/20,,monitoring,1203,,,,,,,,,,,
82389,FC,FC1,stream,6/25/20,,monitoring,1531,,,,,,,,,,,
82390,ESLC,ESLC1,stream,6/25/20,,monitoring,1600,,,,,,,,,,,
82391,DH,DH1,stream,6/25/20,,monitoring,1643,,,,,,,,,,,
82392,DH,DHN1,stream,6/25/20,,monitoring,1717,,,,,,,,,,,
82393,DH,DHS1,stream,6/25/20,,monitoring,1724,,,,,,,,,,,
82394,Lexen,Lexen1,stream,6/25/20,,monitoring,1750,,,,,,,,,,,
82395,DH,DHS1,stream,6/23/20,0.88,monitoring,653,0.11,1.26,0.02,0.65,2.37,19.22,0.02,0.11,0.07,0,1.41
82396,DH,DHN1,stream,6/23/20,2.41,monitoring,709,0.11,2.11,0.03,0.71,2.75,20.31,0.05,0.2,0.05,0,2.84
82397,DH,DH1,stream,6/23/20,1.15,monitoring,722,0.09,1.53,0.02,0.91,1.86,15.46,0,0.15,0.07,0,2.14
82400,Lexen,Lexen1,stream,6/23/20,1.53,monitoring,800,0.08,1.31,0.02,0.54,1.07,9.35,0.01,0.13,0.06,0,1.41
82401,Fcex,FCALP BULK,stream,6/23/20,4.15,monitoring,940,0.98,0.1,0.63,0.13,0.03,0.59,0.07,0.15,0.79,0,0.52
82402,FC,FC3,stream,6/23/20,3.82,monitoring,1015,0.22,2.06,0.03,0.55,0.55,1.88,0.06,0.12,0.08,0,1.26
82403,FC,FC1,stream,6/23/20,3.4,monitoring,1032,0.16,2.33,0.04,0.72,1.07,4.28,0.01,0.14,0.05,0,1.74
82404,ESLC,ESLC1,stream,6/23/20,2.44,monitoring,1050,0.18,1.57,0.02,0.47,0.5,2.86,0.14,0.13,0.15,0,1.6
82405,HQ,HQ BULK,stream,6/23/20,6.79,monitoring,1205,1.14,0.16,0.38,0.18,0.2,0.19,0.02,0.25,1.43,0,0.89
82406,HQ,HQ N-CON,stream,6/23/20,2.91,monitoring,1205,0.88,0.24,0.62,0.25,0.13,1.15,0.14,0.37,1.01,0,0.61
82407,FC,FC3,stream,7/2/20,,monitoring,930,,,,,,,,,,,
82408,FC,FC1,stream,7/2/20,,monitoring,954,,,,,,,,,,,
82409,ESLC,ESLC1,stream,7/2/20,,monitoring,1020,,,,,,,,,,,
82410,DH,DH1,stream,7/2/20,,monitoring,1100,,,,,,,,,,,
82411,DH,DHN1,stream,7/2/20,,monitoring,1120,,,,,,,,,,,
82412,DH,DHS1,stream,7/2/20,,monitoring,1140,,,,,,,,,,,
82413,Lexen,Lexen1,stream,7/2/20,,monitoring,1340,,,,,,,,,,,
82414,DH,DHS1,stream,6/30/20,0.64,monitoring,650,0.13,1.37,0,0.67,2.33,20.7,0.03,0.12,0.08,0,1.41
82415,DH,DHN1,stream,6/30/20,1.94,monitoring,715,0.14,2.15,0.01,0.83,2.48,19.3,0.05,0.16,0.05,0,2.57
82416,DH,DH1,stream,6/30/20,0.94,monitoring,735,0.1,1.56,0.01,1,1.82,16.58,0.02,0.14,0.08,0,1.88
82419,Lexen,Lexen1,stream,6/30/20,0.97,monitoring,855,0.08,1.43,0.01,0.55,1.18,9.68,0.03,0.14,0.06,0,1.24
82420,FC,FC3,stream,6/30/20,2.7,monitoring,1210,0.17,2.1,0.01,0.55,0.66,2.18,0.04,0.11,0.07,0,1.31
82421,FC,FC1,stream,6/30/20,2.72,monitoring,1250,0.14,2.47,0.02,0.81,1.09,5.76,0.04,0.12,0.04,0,1.73
82422,ESLC,ESLC1,stream,6/30/20,1.91,monitoring,1315,0.13,1.63,0.02,0.53,0.68,3.18,0.14,0.12,0.1,0,1.65
82423,Fcex,FCALP BULK,stream,6/30/20,9.45,monitoring,1420,1.01,0.14,0.34,0.12,0.11,1.15,0,0.15,1.06,0,0.74
82424,HQ,HQ BULK,stream,6/30/20,4.77,monitoring,1445,0.69,0.16,0.25,0.36,0.18,0.48,0.09,0.26,1.22,0,1.1
82425,HQ,HQ N-CON,stream,6/30/20,1.27,monitoring,1445,0.84,0.11,0.31,0.26,0.12,0.9,0.03,0.16,1.18,0,0.71
82426,FC,FC3,stream,7/9/20,,monitoring,800,,,,,,,,,,,
82427,FC,FC1,stream,7/9/20,,monitoring,830,,,,,,,,,,,
82428,FC,FC1,stream,7/9/20,,monitoring,840,,,,,,,,,,,
82429,ESLC,ESLC1,stream,7/9/20,,monitoring,900,,,,,,,,,,,
82430,Lexen,Lexen1,stream,7/9/20,,monitoring,1000,,,,,,,,,,,
82431,DH,DH1,stream,7/9/20,,monitoring,1040,,,,,,,,,,,
82432,DH,DHN1,stream,7/9/20,,monitoring,1050,,,,,,,,,,,
82433,DH,DHS1,stream,7/9/20,,monitoring,1100,,,,,,,,,,,
82434,FC,FC3,stream,7/16/20,,monitoring,1230,,,,,,,,,,,
82435,FC,FC1,stream,7/16/20,,monitoring,1310,,,,,,,,,,,
82436,ESLC,ESLC1,stream,7/16/20,,monitoring,1350,,,,,,,,,,,
82437,Lexen,Lexen1,stream,7/16/20,,monitoring,1430,,,,,,,,,,,
82438,DH,DHS1,stream,7/16/20,,monitoring,1530,,,,,,,,,,,
82439,DH,DHN1,stream,7/16/20,,monitoring,1550,,,,,,,,,,,
82440,DH,DH1,stream,7/16/20,,monitoring,1610,,,,,,,,,,,
82441,DH,DHS1,stream,7/7/20,0.67,monitoring,700,0.05,1.31,0.01,0.87,2.29,21.09,0.02,0.13,0.09,0,1.5
82442,DH,DHN1,stream,7/7/20,1.82,monitoring,725,0.11,2.26,0.01,0.97,2.76,22.4,0.04,0.18,0.05,0,2.95
82443,DH,DH1,stream,7/7/20,1.05,monitoring,750,0.09,1.66,0.01,1.14,2.29,15.96,0.02,0.19,0.08,0,2.23
82444,Lexen,Lexen1,stream,7/7/20,1,monitoring,950,0.07,1.52,0.01,0.6,1.58,9.94,0.02,0.14,0.05,0,1.39
82445,ESLC,ESLC1,stream,7/7/20,1.59,monitoring,1025,0.13,1.66,0.01,0.52,0.62,3.41,0.15,0.12,0.15,0,1.62
82446,FC,FC3,stream,7/7/20,2.19,monitoring,1150,0.12,2.27,0.01,0.64,0.63,2.7,0.04,0.13,0.06,0,1.46
82447,FC,FC1,stream,7/7/20,2.27,monitoring,1245,0.14,2.57,0.03,0.8,1.26,5.28,0.02,0.15,0.05,0,1.87
82448,DH,DHS1,stream,7/14/20,0.78,monitoring,710,0.09,1.33,0.01,0.9,2.33,21.55,0.02,0.12,0.08,0,1.53
82449,DH,DHN1,stream,7/14/20,1.77,monitoring,725,0.11,2.19,0.01,1.02,2.96,22.98,0.04,0.18,0.06,0,3.11
82450,DH,DH1,stream,7/14/20,0.88,monitoring,740,0.09,1.7,0.01,1.21,2.53,16.21,0.03,0.2,0.09,0,2.33
82451,Lexen,Lexen1,stream,7/14/20,0.88,monitoring,955,0.08,1.56,0.03,0.61,1.5,10.23,0.02,0.13,0.04,0,1.42
82452,ESLC,ESLC1,stream,7/14/20,1.35,monitoring,1040,0.1,1.7,0.01,0.52,0.66,3.99,0.15,0.1,0.12,0,1.62
82453,FC,FC3,stream,7/14/20,1.97,monitoring,1200,0.11,2.25,0.02,0.61,0.75,3,0.05,0.11,0.06,0,1.47
82454,FC,FC1,stream,7/14/20,1.93,monitoring,1255,0.08,2.56,0.03,0.85,1.12,6.38,0.02,0.12,0.05,0,2.06
82455,ESLC,ESLC SYN 4,stream,7/20/20,1.61,synoptic,1510,0.14,1.72,0.03,0.52,0.62,3.75,0.15,0.1,0.11,0,1.57
82456,ESLC,ESLC SYN 3,stream,7/20/20,1.11,synoptic,1610,0.11,1.68,0.02,0.47,0.69,3.78,0.19,0.1,0.12,0,1.52
82457,ESLC,ESLC SYN 2,stream,7/20/20,1.25,synoptic,1710,0.12,1.75,0.03,0.55,0.61,3.77,0.18,0.1,0.12,0,1.64
82458,ESLC,ESLC SYN 1,stream,7/20/20,1.22,synoptic,1810,0.1,1.75,0.01,0.61,0.62,3.81,0.17,0.11,0.13,0,1.75
82459,FC,FC5,stream,7/20/20,1.47,synoptic,1910,0.09,2.28,0.01,0.61,0.77,3.06,0.05,0.12,0.09,0,1.56
82460,FC,FC4,stream,7/20/20,1.54,synoptic,1930,0.1,2.24,0.01,0.6,0.77,3.02,0.03,0.11,0.08,0,1.54
82461,FC,FC3,stream,7/20/20,1.41,synoptic,2000,0.09,2.25,0.01,0.59,0.74,3.07,0.05,0.1,0.07,0,1.47
82462,FC,FC2,stream,7/20/20,1.46,synoptic,2020,0.08,2.23,0.01,0.61,0.73,3.22,0.03,0.11,0.06,0,1.5
82463,FC,FC1,stream,7/20/20,1.66,synoptic,2040,0.09,2.29,0.01,0.65,0.74,3.27,0.05,0.11,0.07,0,1.55
82464,DH,DHS1,stream,7/21/20,0.46,monitoring,845,0.06,1.36,0,0.92,2.49,22.14,0.02,0.11,0.09,0,1.58
82465,DH,DHN1,stream,7/21/20,1.48,monitoring,855,0.08,2.34,0.01,1.04,2.63,22.93,0.04,0.17,0.03,0,3.18
82466,DH,DH1,stream,7/21/20,0.8,monitoring,905,0.06,1.71,0.01,1.2,2.58,16.99,0.02,0.2,0.08,0,2.33
82469,Lexen,Lexen1,stream,7/21/20,0.68,monitoring,955,0.07,1.58,0.03,0.64,1.52,10.95,0.02,0.14,0.09,0,1.43
82470,Fcex,FCALP BULK,stream,7/22/20,7.91,monitoring,640,1.7,0.14,1.01,0.16,0.01,0.83,0.01,0.29,2.17,0,1.06
82471,FC,FC3,stream,7/22/20,1.73,synoptic,705,0.11,2.27,0.01,0.64,0.8,3.09,0.04,0.08,0.07,0,1.4
82472,FC,FC1,stream,7/22/20,1.86,synoptic,730,0.13,2.59,0.05,0.88,0.9,5.97,0.04,0.11,0.03,0,1.88
82473,ESLC,ESLC1,stream,7/22/20,1.29,synoptic,805,0.12,1.76,0.03,0.55,0.61,3.81,0.17,0.09,0.14,0,1.66
82474,HQ,HQ N-CON,stream,7/22/20,4.27,monitoring,840,1.06,0.47,0.21,0.01,0.12,1.01,0.02,0.17,0.45,0,0.61
82475,HQ,HQ BULK,stream,7/22/20,1.77,monitoring,,0.67,0.08,0.05,0.1,0.32,0.41,0.03,0.09,0.41,0,0.7
82476,Lexen,Lexen5,stream,7/22/20,0.69,synoptic,1215,0.08,1.57,0.03,0.67,1.47,10.72,0.01,0.13,0.08,0,1.42
82477,Lexen,Lexen3,stream,7/22/20,0.85,synoptic,1320,0.06,1.6,0.04,0.66,1.44,11,0.02,0.12,0.09,0,1.41
82478,Lexen,Lexen1,stream,7/22/20,0.77,synoptic,1420,0.06,1.57,0.04,0.62,1.43,10.35,0.02,0.13,0.08,0,1.42
82479,DH,DH5,stream,7/22/20,0.82,synoptic,,0.07,1.7,0.02,1.19,2.55,16.11,0.02,0.19,0.09,0,2.34
82480,DH,DH4,stream,7/22/20,0.82,synoptic,,0.06,1.65,0.02,1.19,2.55,16.02,0.02,0.19,0.05,0,2.39
82481,DH,DH3,stream,7/22/20,0.88,synoptic,,0.07,1.66,0.01,1.19,2.57,16.77,0.03,0.18,0.07,0,2.35
82482,DH,DH2,stream,7/22/20,0.82,synoptic,,0.08,1.7,0.01,1.23,2.54,16.33,0.02,0.17,0.07,0,2.38
82483,DH,DH1,stream,7/22/20,0.89,synoptic,,0.06,1.71,0.01,1.22,2.61,16.56,0.02,0.18,0.06,0,2.37
82484,FC,FC3,stream,7/30/20,1.72,monitoring,818,0.09,2.33,0.05,0.76,0.9,3.12,0.03,0.08,0.06,0,1.42
82485,FC,FC1,stream,7/30/20,1.83,monitoring,850,0.09,2.66,0.04,0.96,0.96,6.41,0.03,0.12,0.04,0,1.84
82486,ESLC,ESLC1,stream,7/30/20,1.35,monitoring,930,0.11,1.88,0.04,0.66,0.66,3.54,0.14,0.1,0.11,0,1.66
82487,Lexen,Lexen1,stream,7/30/20,0.78,monitoring,1030,0.05,1.64,0.03,0.79,1.6,10.09,0.02,0.14,0.02,0,1.45
82488,DH,DHS1,stream,7/30/20,0.62,monitoring,1115,0.05,1.47,0.04,1.02,2.45,23.35,0.02,0.11,0.06,0,1.61
82489,DH,DHN1,stream,7/30/20,1.49,monitoring,1130,0.09,2.38,0.03,1.1,3.18,22.31,0.03,0.19,0.01,0,2.97
82490,DH,DH1,stream,7/30/20,0.8,monitoring,1145,0.05,1.84,0.05,1.26,2.66,18.5,0.01,0.22,0.03,0,2.26
82491,DH,DHS1,stream,7/28/20,0.55,monitoring,705,0.04,1.48,0.04,0.98,2.43,22.2,0.02,0.12,0.05,0,1.63
82492,DH,DHN1,stream,7/28/20,1.62,monitoring,725,0.08,2.34,0.04,1.07,3.32,23.73,0.04,0.18,0.02,0,2.96
82493,DH,DH1,stream,7/28/20,0.83,monitoring,740,0.06,1.84,0.04,1.22,2.69,21.88,0.02,0.23,0.02,0,2.27
82495,Lexen,Lexen1,stream,7/28/20,0.78,monitoring,840,0.06,1.68,0.04,0.7,1.62,10.94,0.02,0.13,0.03,0,1.44
82497,ESLC,ESLC1,stream,7/28/20,1.52,monitoring,920,0.09,1.87,0.03,0.62,0.71,3.79,0.14,0.09,0.12,0,1.58
82498,Fcex,FCALP BULK,stream,7/28/20,2.4,monitoring,1110,0.46,0.05,0.35,0.01,0.08,0.96,0.04,0.06,0.75,0,0.4
82499,FC,FC3,stream,7/28/20,1.75,monitoring,1200,0.08,2.35,0.04,0.74,0.9,3.27,0.03,0.09,0.03,0,1.46
82500,FC,FC1,stream,7/28/20,1.96,monitoring,1230,0.08,2.64,0.04,0.96,1.01,6.39,0.03,0.11,0.04,0,1.85
82501,HQ,HQ N-CON,stream,7/28/20,1.78,monitoring,1310,0.95,0.05,0.41,0.01,0.08,0.67,0,0.07,0.71,0,0.27
82502,HQ,HQ BULK,stream,7/28/20,3.99,monitoring,1310,0.84,0.37,0.65,0.09,0.09,0.6,0.05,0.09,0.93,0,0.35
82505,DH,DHS1,stream,8/4/20,0.69,monitoring,705,0.05,1.4,0.01,0.95,2.64,22.82,0.02,0.12,0.04,0,1.71
82508,DH,DHN1,stream,8/4/20,1.52,monitoring,750,0.08,2.47,0.02,1.07,3.35,25.72,0.05,0.18,0.03,0,3.06
82509,DH,DH1,stream,8/4/20,0.83,monitoring,940,0.06,1.81,0.01,1.3,2.74,22.33,0.02,0.23,0.04,0,2.59
82510,Lexen,Lexen1,stream,8/4/20,0.8,monitoring,1005,0.06,1.65,0.02,0.69,1.71,11.1,0.03,0.14,0.03,0,1.57
82511,ESLC,ESLC1,stream,8/4/20,1.3,monitoring,1045,0.09,1.89,0.02,0.59,0.72,3.69,0.16,0.1,0.12,0,1.85
82512,FC,FC3,stream,8/4/20,1.59,monitoring,1310,0.07,2.44,0.01,0.79,0.95,3.23,0.04,0.08,0.05,0,1.53
82513,FC,FC1,stream,8/4/20,1.75,monitoring,1345,0.06,2.71,0.04,0.97,1.14,6.53,0.04,0.11,0.03,0,2.13
82514,DH,DHS1,stream,8/11/20,0.53,monitoring,700,0.04,1.42,0.02,1.03,2.54,22.6,0.02,0.13,0.04,0,1.76
82515,DH,DHN1,stream,8/11/20,1.24,monitoring,720,0.05,2.52,0.02,1.1,3.37,28.02,0.04,0.2,0.03,0,3.1
82516,DH,DH1,stream,8/11/20,0.74,monitoring,750,0.05,1.83,0.01,1.43,2.8,22.54,0.02,0.24,0.05,0,2.59
82517,Lexen,Lexen1,stream,8/11/20,0.81,monitoring,905,0.05,1.63,0.01,0.74,1.73,11.22,0.02,0.16,0.04,0,1.59
82518,ESLC,ESLC1,stream,8/11/20,1.27,monitoring,1030,0.12,1.94,0.01,0.65,1.01,3.57,0.12,0.1,0.13,0,1.94
82519,FC,FC3,stream,8/11/20,1.48,monitoring,1235,0.07,2.44,0.01,0.72,0.96,3.48,0.03,0.08,0.04,0,1.52
82520,FC,FC1,stream,8/11/20,1.71,monitoring,1300,0.09,3.14,0.02,1.03,1.23,6.57,0.03,0.14,0.04,0,2.19
82523,FC,FC3,stream,8/12/20,,monitoring,1535,,,,,,,,,,,
